,insumo,date_received,quantity_received,unit_cost,saidas
82,Americano,2025-02-10,2,18.56972247,37.13944494
83,Americano,2024-04-30,1,15.81307491,15.81307491
84,Americano,2024-12-22,1,15.61402787,15.61402787
85,Americano,2024-04-04,5,15.927800962,79.63900480999999
86,Americano,2025-02-16,1,14.20816133,14.20816133
87,Americano,2024-10-19,1,14.51301138,14.51301138
88,Americano,2024-10-12,4,15.453536092499998,61.814144369999994
89,Americano,2024-12-24,1,18.07669073,18.07669073
90,Americano,2024-10-09,2,13.73387613,27.46775226
91,Americano,2024-12-06,1,15.14076793,15.14076793
92,Americano,2024-09-15,2,19.119583085,38.23916617
93,Americano,2024-05-12,2,15.508871905,31.01774381
94,Americano,2024-06-09,2,13.356042655,26.71208531
95,Americano,2024-07-09,2,14.41645124,28.83290248
96,Americano,2025-01-15,1,16.2126074,16.2126074
97,Americano,2025-01-28,1,15.35970011,15.35970011
98,Americano,2024-10-13,1,13.06917894,13.06917894
99,Americano,2024-08-08,4,15.7379412125,62.95176485
100,Americano,2024-04-03,1,18.69251104,18.69251104
101,Americano,2024-06-02,2,14.727373655,29.45474731
102,Americano,2025-01-23,2,19.406418835,38.81283767
103,Americano,2025-01-08,3,16.928018293333334,50.78405488
104,Americano,2024-12-25,2,13.448840144999998,26.897680289999997
105,Americano,2024-07-24,2,13.76968808,27.53937616
106,Americano,2024-05-08,1,13.12397791,13.12397791
107,Americano,2024-11-18,4,15.3521931325,61.40877253
108,Americano,2024-09-06,2,15.391728755,30.78345751
109,Americano,2024-07-26,2,17.661690095,35.32338019
110,Americano,2025-01-21,2,14.04945746,28.09891492
111,Americano,2024-07-13,3,13.16772862,39.50318586
112,Americano,2024-11-16,5,14.101228889999998,70.50614445
113,Americano,2024-10-17,1,14.69058487,14.69058487
114,Americano,2024-06-13,1,13.01770643,13.01770643
115,Americano,2025-02-20,6,16.036926321666666,96.22155792999999
116,Americano,2024-07-22,3,15.494309166666667,46.4829275
117,Americano,2024-06-15,1,15.44093501,15.44093501
118,Americano,2024-05-18,4,16.2531643725,65.01265749
119,Americano,2024-08-02,2,16.35039975,32.7007995
120,Americano,2025-02-10,2,11.885415215,23.77083043
121,Americano,2025-01-14,2,12.523935695,25.04787139
122,Americano,2024-08-30,1,12.34858719,12.34858719
123,Americano,2024-12-24,1,16.16941232,16.16941232
124,Americano,2024-07-09,2,13.72912179,27.45824358
125,Americano,2024-06-29,7,15.332640592857144,107.32848415000001
126,Americano,2025-01-04,1,15.32251957,15.32251957
127,Americano,2024-11-21,3,14.445792206666669,43.33737662000001
128,Americano,2024-07-18,1,19.49434301,19.49434301
129,Americano,2024-07-09,1,17.15463129,17.15463129
130,Americano,2024-07-03,1,12.53563991,12.53563991
131,Americano,2024-10-05,2,14.911011975,29.82202395
132,Americano,2024-09-07,1,16.73405418,16.73405418
133,Americano,2025-01-27,1,16.90023171,16.90023171
134,Americano,2025-01-20,1,15.76419305,15.76419305
135,Americano,2025-02-12,2,16.599383125,33.19876625
136,Americano,2024-09-18,4,16.7120587975,66.84823519
137,Americano,2024-04-04,1,15.97347323,15.97347323
138,Americano,2024-08-22,2,16.54501688,33.09003376
139,Americano,2024-06-27,3,16.688825256666664,50.06647577
140,Americano,2024-12-01,2,14.31821073,28.63642146
141,Americano,2024-05-17,2,14.292462785,28.58492557
142,Americano,2024-12-21,1,15.74851302,15.74851302
143,Americano,2024-09-08,1,15.89336324,15.89336324
144,Americano,2025-01-11,1,14.02086406,14.02086406
145,Americano,2024-12-25,4,15.6261343075,62.50453723
146,Americano,2024-10-14,1,19.54689549,19.54689549
147,Americano,2024-05-17,3,15.591365823333334,46.77409747
148,Americano,2025-01-28,2,18.496813505,36.99362701
149,Americano,2024-11-09,3,17.981947809999998,53.94584343
150,Americano,2025-01-12,2,14.780198235,29.56039647
151,Americano,2024-05-15,2,15.00131618,30.00263236
152,Americano,2024-03-31,2,16.738190205000002,33.476380410000004
153,Americano,2024-10-20,1,16.50424566,16.50424566
154,Americano,2024-07-09,1,13.37923956,13.37923956
155,Americano,2024-08-19,4,15.0828328175,60.33133127
156,Americano,2024-07-15,1,16.78494716,16.78494716
157,Americano,2024-05-18,2,15.58547773,31.17095546
158,Americano,2024-10-27,1,16.06893532,16.06893532
159,Americano,2024-11-01,4,17.738829922500003,70.95531969000001
160,Americano,2024-07-07,2,15.888524335,31.77704867
161,Americano,2024-06-11,2,13.348048,26.696096
162,Americano,2024-08-11,1,13.92077987,13.92077987
163,Americano,2024-10-11,1,16.727554,16.727554
164,Americano,2024-04-13,1,14.19343799,14.19343799
165,Americano,2024-09-13,5,15.375031552,76.87515776
166,Americano,2024-07-15,2,13.880939055,27.76187811
167,Americano,2024-04-24,1,17.98816036,17.98816036
168,Americano,2024-07-06,2,12.687174145,25.37434829
169,Americano,2024-09-06,1,12.05709111,12.05709111
170,Americano,2024-09-26,2,15.61932798,31.23865596
171,Americano,2024-04-16,1,16.39039501,16.39039501
172,Americano,2024-09-18,1,18.35137293,18.35137293
173,Americano,2024-11-21,4,16.9511621925,67.80464877
174,Americano,2024-07-07,1,17.5211732,17.5211732
175,Americano,2024-08-29,3,19.042675613333333,57.128026840000004
176,Americano,2024-11-04,1,19.26238778,19.26238778
177,Americano,2024-04-13,2,15.788115975,31.57623195
178,Americano,2025-01-04,4,14.64912499,58.59649996
179,Americano,2024-06-02,1,13.50862029,13.50862029
180,Americano,2024-05-06,1,14.18103619,14.18103619
181,Americano,2024-11-04,1,13.69467208,13.69467208
182,Americano,2024-11-16,7,15.189076301428573,106.32353411000001
183,Americano,2024-11-04,2,16.58797803,33.17595606
184,Americano,2024-12-06,1,14.19443097,14.19443097
185,Americano,2024-08-22,1,12.25799642,12.25799642
186,Americano,2024-11-04,2,12.952085415,25.90417083
187,Americano,2025-02-23,2,14.382022375,28.76404475
188,Americano,2024-10-18,1,14.12247827,14.12247827
189,Americano,2024-07-20,2,14.5211999,29.0423998
190,Americano,2025-01-02,1,16.00061713,16.00061713
191,Americano,2024-07-16,9,16.559466961111113,149.03520265000003
192,Americano,2024-07-15,2,14.817473565,29.63494713
193,Americano,2024-10-22,1,15.7071306,15.7071306
194,Americano,2024-10-18,1,13.23714671,13.23714671
195,Americano,2025-01-03,1,16.80518491,16.80518491
196,Americano,2024-09-06,2,15.759621965,31.51924393
197,Americano,2024-07-22,1,17.51276748,17.51276748
198,Americano,2024-09-18,7,15.000297932857142,105.00208553
199,Americano,2024-08-11,3,16.573683923333334,49.72105177
200,Americano,2024-06-23,1,13.68155261,13.68155261
201,Americano,2024-04-07,1,17.97634191,17.97634191
202,Americano,2024-08-06,2,16.9394037,33.8788074
203,Americano,2024-08-25,5,15.895333664,79.47666832
204,Americano,2024-10-25,1,18.56150456,18.56150456
205,Americano,2024-06-15,3,16.347903186666667,49.043709559999996
206,Americano,2024-05-07,1,18.18171697,18.18171697
207,Americano,2024-05-21,2,13.9276019,27.8552038
208,Americano,2024-04-06,2,13.822149205,27.64429841
209,Americano,2024-11-19,5,14.84231457,74.21157285
210,Americano,2024-08-11,2,14.12664214,28.25328428
211,Americano,2024-06-30,1,13.75940205,13.75940205
212,Americano,2024-10-04,1,15.18702164,15.18702164
213,Americano,2024-11-20,3,15.361031743333331,46.08309523
214,Americano,2024-08-08,1,17.10632498,17.10632498
215,Americano,2024-10-24,4,14.7161383125,58.86455325
216,Americano,2024-08-22,2,14.667474005,29.33494801
217,Americano,2024-04-05,1,17.61132657,17.61132657
218,Americano,2024-06-11,1,15.41143599,15.41143599
219,Americano,2024-09-30,1,15.72282361,15.72282361
220,Americano,2024-06-18,1,17.110795,17.110795
221,Americano,2024-10-01,2,15.25839945,30.5167989
222,Americano,2024-09-30,1,17.35662792,17.35662792
223,Americano,2024-08-10,1,14.4291599,14.4291599
224,Americano,2024-04-23,5,15.126467074,75.63233537
225,Americano,2024-10-20,2,16.51321978,33.02643956
226,Americano,2025-01-17,2,16.32230014,32.64460028
227,Americano,2024-10-19,2,18.383683935,36.76736787
228,Americano,2024-06-03,1,15.93027251,15.93027251
229,Americano,2024-09-27,2,13.20959051,26.41918102
230,Americano,2024-05-03,2,15.895834115,31.79166823
231,Americano,2024-11-18,1,13.04400611,13.04400611
232,Americano,2024-06-07,5,15.242334724,76.21167362
233,Americano,2024-06-18,5,14.206281236,71.03140618
234,Americano,2024-10-04,2,16.555022875,33.11004575
235,Americano,2024-11-05,1,16.36823639,16.36823639
236,Americano,2024-12-27,1,15.13469974,15.13469974
237,Americano,2025-02-23,2,12.982645125,25.96529025
238,Americano,2024-04-27,1,14.3218713,14.3218713
239,Americano,2024-06-16,1,15.59742174,15.59742174
240,Americano,2024-10-08,2,16.330005775,32.66001155
241,Americano,2025-01-19,2,15.40644812,30.81289624
242,Americano,2024-09-18,1,14.68923398,14.68923398
243,Americano,2025-02-16,5,15.737236264,78.68618132
244,Americano,2024-07-07,1,16.72453242,16.72453242
245,Americano,2024-11-18,1,14.48723434,14.48723434
246,Americano,2024-10-01,2,15.71104083,31.42208166
247,Americano,2024-04-27,1,12.21274278,12.21274278
248,Americano,2024-08-01,3,15.868352443333334,47.60505733
249,Americano,2024-10-17,2,14.47527151,28.95054302
250,Americano,2024-09-26,2,16.09802547,32.19605094
251,Americano,2025-01-02,2,16.822929209999998,33.645858419999996
252,Americano,2024-10-28,1,17.32236158,17.32236158
253,Americano,2024-09-17,1,18.50010233,18.50010233
254,Americano,2024-11-01,2,12.24539513,24.49079026
255,Americano,2024-12-12,1,15.90401664,15.90401664
256,Americano,2024-11-04,1,14.90853563,14.90853563
257,Americano,2024-11-13,1,14.87042104,14.87042104
258,Americano,2024-06-16,3,14.799540503333333,44.39862151
259,Americano,2024-07-13,2,17.45924881,34.91849762
260,Americano,2024-11-05,1,14.41347148,14.41347148
261,Americano,2024-11-18,1,18.19882756,18.19882756
262,Americano,2024-09-25,2,12.25990835,24.5198167
263,Americano,2024-08-15,2,13.885739475,27.77147895
264,Americano,2024-04-21,1,15.43444684,15.43444684
265,Americano,2024-09-15,2,16.003150165,32.00630033
266,Americano,2024-08-01,2,15.2660432,30.5320864
267,Americano,2024-09-09,3,17.08872382,51.266171459999995
268,Americano,2024-09-17,1,16.39602792,16.39602792
269,Americano,2024-12-19,1,12.47170302,12.47170302
270,Americano,2024-05-12,1,13.26702958,13.26702958
271,Americano,2024-05-24,3,15.47825242,46.43475726
272,Americano with Milk,2024-04-27,1,17.38249025,17.38249025
273,Americano with Milk,2024-10-13,3,17.31755871,51.95267613
274,Americano with Milk,2024-08-14,1,19.14047748,19.14047748
275,Americano with Milk,2024-10-20,1,17.39807816,17.39807816
276,Americano with Milk,2025-01-23,2,20.334854465,40.66970893
277,Americano with Milk,2024-09-02,2,21.06154812,42.12309624
278,Americano with Milk,2025-02-03,2,20.71278509,41.42557018
279,Americano with Milk,2024-07-02,3,14.656605236666666,43.96981571
280,Americano with Milk,2024-09-20,3,15.259255656666667,45.77776697
281,Americano with Milk,2025-01-18,2,17.936194475,35.87238895
282,Americano with Milk,2024-07-10,1,15.8387723,15.8387723
283,Americano with Milk,2025-01-05,2,18.20013234,36.40026468
284,Americano with Milk,2024-06-06,6,18.1102807,108.6616842
285,Americano with Milk,2024-05-18,4,20.6710432575,82.68417303
286,Americano with Milk,2025-01-29,5,19.985930254,99.92965127
287,Americano with Milk,2024-07-14,1,20.58319495,20.58319495
288,Americano with Milk,2024-05-24,4,19.8275347875,79.31013915
289,Americano with Milk,2024-05-15,4,19.51839676,78.07358704
290,Americano with Milk,2024-11-20,1,17.43877619,17.43877619
291,Americano with Milk,2024-05-17,4,15.1492067075,60.59682683
292,Americano with Milk,2024-04-14,1,17.77496454,17.77496454
293,Americano with Milk,2024-04-27,6,18.313702401666667,109.88221441
294,Americano with Milk,2024-10-01,1,20.57139444,20.57139444
295,Americano with Milk,2025-02-21,1,18.48120678,18.48120678
296,Americano with Milk,2025-01-21,2,20.2540306,40.5080612
297,Americano with Milk,2024-08-17,1,15.58372592,15.58372592
298,Americano with Milk,2025-01-07,2,22.74385282,45.48770564
299,Americano with Milk,2025-02-08,3,19.54095758333333,58.62287274999999
300,Americano with Milk,2024-09-06,2,18.9873325,37.974665
301,Americano with Milk,2024-07-20,3,20.02938205,60.08814615
302,Americano with Milk,2024-09-20,3,16.567566773333333,49.70270032
303,Americano with Milk,2025-01-10,3,18.2182516,54.65475479999999
304,Americano with Milk,2025-02-19,5,16.981067984,84.90533991999999
305,Americano with Milk,2024-11-18,1,17.95087564,17.95087564
306,Americano with Milk,2024-07-07,4,18.6080910925,74.43236437
307,Americano with Milk,2025-01-19,2,16.914280545,33.82856109
308,Americano with Milk,2024-05-21,3,19.76743765666667,59.30231297
309,Americano with Milk,2024-04-29,1,15.78122012,15.78122012
310,Americano with Milk,2024-08-28,2,18.06134183,36.12268366
311,Americano with Milk,2024-11-22,1,19.91696521,19.91696521
312,Americano with Milk,2024-11-18,2,18.95572517,37.91145034
313,Americano with Milk,2024-08-21,2,19.106648685000003,38.21329737000001
314,Americano with Milk,2024-11-01,2,18.106803825,36.21360765
315,Americano with Milk,2024-08-18,1,16.58767427,16.58767427
316,Americano with Milk,2024-06-17,4,17.20595008,68.82380032
317,Americano with Milk,2024-09-17,2,17.55747881,35.11495762
318,Americano with Milk,2024-06-14,1,15.45981293,15.45981293
319,Americano with Milk,2024-04-08,1,18.85749106,18.85749106
320,Americano with Milk,2024-10-20,3,18.541387436666668,55.62416231
321,Americano with Milk,2025-02-07,1,20.68839905,20.68839905
322,Americano with Milk,2024-05-20,1,23.42531035,23.42531035
323,Americano with Milk,2024-07-17,1,20.98240561,20.98240561
324,Americano with Milk,2025-01-02,1,21.57427439,21.57427439
325,Americano with Milk,2024-12-29,1,18.94255856,18.94255856
326,Americano with Milk,2024-04-08,3,17.116887180000003,51.350661540000004
327,Americano with Milk,2024-09-04,1,16.55338098,16.55338098
328,Americano with Milk,2024-05-21,3,18.77816020333333,56.334480609999986
329,Americano with Milk,2024-11-03,1,20.19472592,20.19472592
330,Americano with Milk,2024-05-13,2,18.277281905,36.55456381
331,Americano with Milk,2024-09-27,1,19.65228073,19.65228073
332,Americano with Milk,2024-10-21,2,18.36291569,36.72583138
333,Americano with Milk,2024-09-23,2,17.66881099,35.33762198
334,Americano with Milk,2024-05-28,2,19.47837496,38.95674992
335,Americano with Milk,2024-11-13,1,16.8891652,16.8891652
336,Americano with Milk,2024-05-02,5,16.773386302,83.86693151
337,Americano with Milk,2024-06-24,2,14.32968587,28.65937174
338,Americano with Milk,2024-09-02,4,17.4081917875,69.63276715
339,Americano with Milk,2025-01-17,1,21.57120597,21.57120597
340,Americano with Milk,2024-09-08,1,18.43220786,18.43220786
341,Americano with Milk,2024-06-23,2,17.102001205,34.20400241
342,Americano with Milk,2025-01-30,1,20.22878218,20.22878218
343,Americano with Milk,2024-04-25,1,20.47838448,20.47838448
344,Americano with Milk,2025-02-12,2,20.755581015,41.51116203
345,Americano with Milk,2024-04-15,3,18.925128153333333,56.77538446
346,Americano with Milk,2024-04-18,3,17.62244811,52.86734433
347,Americano with Milk,2025-01-20,1,14.75692463,14.75692463
348,Americano with Milk,2024-09-05,1,17.53814018,17.53814018
349,Americano with Milk,2025-02-05,4,15.004182015,60.01672806
350,Americano with Milk,2024-04-10,3,17.069051096666666,51.207153289999994
351,Americano with Milk,2024-06-06,1,21.19026326,21.19026326
352,Americano with Milk,2024-10-06,3,17.81229357333333,53.43688071999999
353,Americano with Milk,2024-10-05,2,16.501449815,33.00289963
354,Americano with Milk,2024-11-25,2,17.896380405000002,35.792760810000004
355,Americano with Milk,2024-04-09,1,18.03648573,18.03648573
356,Americano with Milk,2024-05-13,2,17.293152364999997,34.586304729999995
357,Americano with Milk,2024-07-25,8,16.902565912500002,135.22052730000001
358,Americano with Milk,2025-01-05,3,16.875247486666666,50.62574246
359,Americano with Milk,2024-09-25,1,20.95105051,20.95105051
360,Americano with Milk,2024-08-23,2,18.23441683,36.46883366
361,Americano with Milk,2024-12-24,3,17.946095746666668,53.83828724
362,Americano with Milk,2024-08-19,3,17.031004409999998,51.09301323
363,Americano with Milk,2024-10-23,1,18.07937383,18.07937383
364,Americano with Milk,2024-09-28,1,18.65707741,18.65707741
365,Americano with Milk,2024-04-17,3,20.12911394,60.38734182
366,Americano with Milk,2024-12-29,2,20.264131995,40.52826399
367,Americano with Milk,2024-04-26,1,14.94297236,14.94297236
368,Americano with Milk,2024-08-29,4,16.13556774,64.54227096
369,Americano with Milk,2024-09-08,1,17.6488234,17.6488234
370,Americano with Milk,2024-04-05,5,19.019483722,95.09741861
371,Americano with Milk,2024-05-30,2,20.207139045,40.41427809
372,Americano with Milk,2025-01-02,2,18.53134112,37.06268224
373,Americano with Milk,2024-11-16,5,18.436373512,92.18186756
374,Americano with Milk,2024-06-06,1,19.55174172,19.55174172
375,Americano with Milk,2025-01-03,4,19.3699972025,77.47998881
376,Americano with Milk,2024-12-27,1,20.93713863,20.93713863
377,Americano with Milk,2024-11-09,2,19.35740264,38.71480528
378,Americano with Milk,2025-02-20,1,18.8676338,18.8676338
379,Americano with Milk,2024-11-14,1,15.86696339,15.86696339
380,Americano with Milk,2024-08-13,2,16.534621895,33.06924379
381,Americano with Milk,2024-06-08,6,17.197827575,103.18696545
382,Americano with Milk,2025-01-09,1,20.1891038,20.1891038
383,Americano with Milk,2024-04-20,3,16.7828039,50.3484117
384,Americano with Milk,2024-04-23,1,15.69155829,15.69155829
385,Americano with Milk,2024-10-04,3,19.48571617,58.457148509999996
386,Americano with Milk,2024-06-01,2,20.44794276,40.89588552
387,Americano with Milk,2024-10-24,1,17.61858717,17.61858717
388,Americano with Milk,2024-11-11,1,20.28466233,20.28466233
389,Americano with Milk,2024-09-20,1,18.72142993,18.72142993
390,Americano with Milk,2024-10-01,2,18.4864382,36.9728764
391,Americano with Milk,2024-10-03,2,16.580972935,33.16194587
392,Americano with Milk,2024-10-28,5,16.55737136,82.78685680000001
393,Americano with Milk,2024-04-12,2,17.210318559999997,34.420637119999995
394,Americano with Milk,2024-05-26,3,18.34016834666667,55.02050504
395,Americano with Milk,2024-11-25,2,16.937232719999997,33.874465439999994
396,Americano with Milk,2024-12-29,1,16.75224904,16.75224904
397,Americano with Milk,2024-07-11,2,17.879501984999997,35.759003969999995
398,Americano with Milk,2024-10-31,2,19.83946863,39.67893726
399,Americano with Milk,2024-04-13,2,18.11368325,36.2273665
400,Americano with Milk,2024-05-22,2,21.828920885,43.65784177
401,Americano with Milk,2024-10-21,2,18.837331165,37.67466233
402,Americano with Milk,2024-10-19,1,21.90481633,21.90481633
403,Americano with Milk,2024-12-29,1,16.19998761,16.19998761
404,Americano with Milk,2024-10-26,6,17.541589206666668,105.24953524
405,Americano with Milk,2025-02-24,1,20.93287782,20.93287782
406,Americano with Milk,2024-07-01,2,18.437854785,36.87570957
407,Americano with Milk,2024-05-11,3,17.55142204666667,52.654266140000004
408,Americano with Milk,2024-11-21,1,17.18649963,17.18649963
409,Americano with Milk,2024-10-22,2,19.08393941,38.16787882
410,Americano with Milk,2024-10-30,1,19.7980198,19.7980198
411,Americano with Milk,2025-01-08,3,20.230895256666667,60.69268577
412,Americano with Milk,2024-11-28,3,18.936604706666667,56.80981412
413,Americano with Milk,2024-07-03,1,18.22239467,18.22239467
414,Americano with Milk,2024-05-29,4,16.148109415,64.59243766
415,Americano with Milk,2024-08-20,3,19.17442265,57.523267950000005
416,Americano with Milk,2024-08-17,2,18.18111881,36.36223762
417,Americano with Milk,2024-12-18,4,18.144674735,72.57869894
418,Americano with Milk,2024-05-23,1,18.91454892,18.91454892
419,Americano with Milk,2024-06-23,4,17.373992112499998,69.49596844999999
420,Americano with Milk,2024-12-11,2,19.363606840000003,38.727213680000006
421,Americano with Milk,2024-09-24,3,20.89906671,62.69720013
422,Americano with Milk,2024-10-04,2,17.7227678,35.4455356
423,Americano with Milk,2024-12-01,1,15.68537584,15.68537584
424,Americano with Milk,2024-08-24,8,17.117671595,136.94137276
425,Americano with Milk,2024-05-16,2,19.304259705,38.60851941
426,Americano with Milk,2024-07-20,1,19.14450104,19.14450104
427,Americano with Milk,2024-12-18,1,15.80617435,15.80617435
428,Americano with Milk,2025-01-09,4,18.176289635,72.70515854
429,Americano with Milk,2024-11-23,3,17.43635292,52.30905876
430,Americano with Milk,2024-07-02,1,22.04616544,22.04616544
431,Americano with Milk,2024-08-05,1,21.19519875,21.19519875
432,Americano with Milk,2024-07-22,1,18.32409472,18.32409472
433,Americano with Milk,2025-01-17,2,16.996367245000002,33.992734490000004
434,Americano with Milk,2024-11-17,4,20.6805185025,82.72207401
435,Americano with Milk,2024-05-12,1,18.58185285,18.58185285
436,Americano with Milk,2024-06-16,1,17.6805022,17.6805022
437,Americano with Milk,2024-07-18,6,17.649346661666666,105.89607996999999
438,Americano with Milk,2025-02-02,1,18.56761955,18.56761955
439,Americano with Milk,2024-06-20,1,16.77707136,16.77707136
440,Americano with Milk,2025-02-15,1,18.95253023,18.95253023
441,Americano with Milk,2024-06-24,4,19.1864453025,76.74578121
442,Americano with Milk,2024-04-06,1,18.28418859,18.28418859
443,Americano with Milk,2024-11-17,3,20.06962805,60.208884149999996
444,Americano with Milk,2024-05-11,2,20.58025325,41.1605065
445,Americano with Milk,2024-08-29,2,20.79592976,41.59185952
446,Americano with Milk,2024-07-17,3,18.929605696666663,56.78881708999999
447,Americano with Milk,2024-06-20,1,16.13759736,16.13759736
448,Americano with Milk,2024-10-01,4,15.43915379,61.75661516
449,Americano with Milk,2024-11-21,4,19.4671760675,77.86870427
450,Americano with Milk,2024-06-13,3,17.060515003333332,51.181545009999994
451,Americano with Milk,2024-04-06,3,18.91494941,56.744848229999995
452,Americano with Milk,2025-02-21,4,18.2444264275,72.97770571
453,Americano with Milk,2025-02-09,3,19.920185866666667,59.7605576
454,Americano with Milk,2024-05-21,3,19.936318476666667,59.80895543
455,Americano with Milk,2024-06-23,3,19.67703063,59.03109189
456,Americano with Milk,2024-06-12,4,20.12175796,80.48703184
457,Americano with Milk,2024-09-18,2,16.91715384,33.83430768
458,Americano with Milk,2024-09-26,1,18.88490762,18.88490762
459,Americano with Milk,2024-08-31,4,16.7121569725,66.84862789
460,Americano with Milk,2024-09-15,2,19.45279487,38.90558974
461,Americano with Milk,2025-01-23,3,18.16520199,54.49560597
462,Americano with Milk,2024-08-30,3,17.03542952333333,51.10628856999999
463,Americano with Milk,2024-11-16,1,21.38988282,21.38988282
464,Americano with Milk,2024-06-02,1,17.32622458,17.32622458
465,Americano with Milk,2024-04-08,1,16.91757816,16.91757816
466,Americano with Milk,2024-12-22,2,16.32948624,32.65897248
467,Americano with Milk,2024-09-10,3,20.951281703333333,62.853845109999995
468,Americano with Milk,2024-04-01,6,20.63150793666667,123.78904762000002
469,Americano with Milk,2025-01-13,2,17.63289908,35.26579816
470,Americano with Milk,2025-01-12,1,15.92004851,15.92004851
471,Americano with Milk,2024-05-16,1,16.05174002,16.05174002
472,Americano with Milk,2025-02-13,5,17.590822151999998,87.95411075999999
473,Americano with Milk,2024-11-22,1,19.57290185,19.57290185
474,Americano with Milk,2024-04-29,3,19.752811106666663,59.25843331999999
475,Americano with Milk,2024-06-17,1,15.59848471,15.59848471
